-1.811355538666248322e-02,1.181888952851295471e-01,-2.936002910137176514e-01,1.148041337728500366e-02,-4.760297015309333801e-02,2.484690025448799133e-02,-9.999385476112365723e-01
4.242208786308765411e-03,8.444052934646606445e-02,-4.263492226600646973e-01,2.663430385291576385e-02,-6.105436384677886963e-02,8.335606008768081665e-02,9.999648332595825195e-01
-1.032229978591203690e-02,9.633787721395492554e-02,-2.526857256889343262e-01,9.016294032335281372e-03,-4.595177248120307922e-02,1.647240296006202698e-02,-9.998947381973266602e-01
-6.554887164384126663e-03,1.114032119512557983e-01,-3.412685096263885498e-01,2.888532355427742004e-02,-5.885876342654228210e-02,6.665511429309844971e-02,9.999490976333618164e-01
-1.224824506789445877e-02,1.273519992828369141e-01,-3.061694204807281494e-01,3.036845661699771881e-02,-5.943145975470542908e-02,6.079044938087463379e-02,1.000142216682434082e+00
-9.189503267407417297e-03,1.478890925645828247e-01,-2.349918633699417114e-01,3.106044605374336243e-02,-6.118702888488769531e-02,5.273976549506187439e-02,1.000064373016357422e+00
-1.511366572231054306e-02,1.739320755004882812e-01,-2.086609601974487305e-01,2.834738604724407196e-02,-5.612059682607650757e-02,4.602131992578506470e-02,9.998181462287902832e-01
-2.465034648776054382e-02,2.052060961723327637e-01,-9.464202076196670532e-02,2.111631259322166443e-02,-4.237618297338485718e-02,3.556999936699867249e-02,9.999361038208007812e-01
-1.657594926655292511e-03,2.145022451877593994e-01,5.941849201917648315e-02,1.666355878114700317e-02,-3.177288547158241272e-02,2.762245945632457733e-02,9.999101758003234863e-01
3.442382067441940308e-02,2.127436548471450806e-01,2.034731507301330566e-01,1.388499699532985687e-02,-3.326114267110824585e-02,1.828720048069953918e-02,1.000055074691772461e+00
8.096501231193542480e-02,1.848425269126892090e-01,4.945138096809387207e-01,9.029256179928779602e-03,-2.922328934073448181e-02,1.112347282469272614e-02,1.000071048736572266e+00
9.038078039884567261e-02,1.845547556877136230e-01,7.783853411674499512e-01,7.154870778322219849e-03,-1.170791778713464737e-02,8.102410472929477692e-03,9.998019337654113770e-01
6.465996801853179932e-02,1.869119107723236084e-01,9.756465554237365723e-01,5.445396993309259415e-03,1.691766269505023956e-02,6.284236442297697067e-03,9.999129772186279297e-01
