6.724271923303604126e-02,3.726305067539215088e-02,-2.180121093988418579e-02,7.193381898105144501e-03,1.624231934547424316e-01,1.010443195700645447e-01,-1.000053167343139648e+00
1.762345433235168457e-01,4.285785928368568420e-02,-1.430853158235549927e-01,7.792493794113397598e-03,1.420830190181732178e-01,8.064018934965133667e-02,-9.999042153358459473e-01
5.032455921173095703e-01,-9.197364747524261475e-02,-4.336678087711334229e-01,2.062774635851383209e-02,1.403310000896453857e-01,1.408055275678634644e-01,-1.000027894973754883e+00
5.676010251045227051e-01,-8.977182209491729736e-02,-5.157539844512939453e-01,1.705321483314037323e-02,1.278792917728424072e-01,1.582156419754028320e-01,-9.999642968177795410e-01
5.914185047149658203e-01,-8.418580889701843262e-02,-5.786319971084594727e-01,1.206786930561065674e-02,1.102383658289909363e-01,1.856783479452133179e-01,-9.998447299003601074e-01
5.749810934066772461e-01,-8.385577052831649780e-02,-6.146278381347656250e-01,5.098298192024230957e-03,8.901363611221313477e-02,2.152580916881561279e-01,-9.999959468841552734e-01
5.581557154655456543e-01,-6.088528409600257874e-02,-6.374787688255310059e-01,6.402805447578430176e-03,7.288530468940734863e-02,2.388585954904556274e-01,-1.000047326087951660e+00
5.274662971496582031e-01,-2.896330319344997406e-02,-6.669945716857910156e-01,7.027791813015937805e-03,5.529795959591865540e-02,2.592957317829132080e-01,-1.000145912170410156e+00
4.868718981742858887e-01,8.239703252911567688e-03,-6.999743580818176270e-01,6.714219227433204651e-03,3.514343872666358948e-02,2.734736800193786621e-01,-1.000031232833862305e+00
4.494397342205047607e-01,2.619801275432109833e-02,-7.248821258544921875e-01,6.088753696531057358e-03,1.531440857797861099e-02,2.821105122566223145e-01,-9.999718666076660156e-01
3.911962807178497314e-01,3.999214991927146912e-02,-7.343498468399047852e-01,4.933983087539672852e-03,-1.803591847419738770e-03,2.903862893581390381e-01,-1.000080585479736328e+00
3.451066613197326660e-01,4.765390604734420776e-02,-7.309517264366149902e-01,5.009234882891178131e-03,-1.341671496629714966e-02,2.927252352237701416e-01,-1.000073671340942383e+00
3.021022379398345947e-01,4.713124036788940430e-02,-7.185450196266174316e-01,8.917541243135929108e-03,-2.356529422104358673e-02,2.863233983516693115e-01,-9.999251365661621094e-01
2.582253515720367432e-01,4.628970101475715637e-02,-7.019107341766357422e-01,1.359911821782588959e-02,-3.319700434803962708e-02,2.779006361961364746e-01,-9.999830722808837891e-01
2.125658094882965088e-01,5.289940163493156433e-02,-6.832500696182250977e-01,2.199095115065574646e-02,-4.379323497414588928e-02,2.641136646270751953e-01,-9.998828768730163574e-01
1.731797456741333008e-01,4.340818524360656738e-02,-6.540707945823669434e-01,2.619878016412258148e-02,-5.324906483292579651e-02,2.474319636821746826e-01,-9.998876452445983887e-01
4.292654991149902344e-02,1.690999865531921387e-01,-4.900656640529632568e-01,2.645347453653812408e-02,-4.344840720295906067e-02,1.124185398221015930e-01,-9.999703168869018555e-01
1.083386689424514771e-01,2.320383489131927490e-02,-6.049719452857971191e-01,2.896948531270027161e-02,-6.776893883943557739e-02,2.155805677175521851e-01,-9.998834729194641113e-01
8.478798717260360718e-02,2.291706576943397522e-02,-5.889984965324401855e-01,3.028742037713527679e-02,-7.412623614072799683e-02,2.004759460687637329e-01,-1.000088453292846680e+00
-1.187566667795181274e-02,1.590563803911209106e-01,-4.470865726470947266e-01,2.046158164739608765e-02,-4.785474017262458801e-02,8.011533319950103760e-02,-1.000006675720214844e+00
-2.552134171128273010e-02,1.554507762193679810e-01,-4.187515676021575928e-01,1.784257963299751282e-02,-4.731442406773567200e-02,6.907452642917633057e-02,-9.999595284461975098e-01
-2.867908962070941925e-02,1.499071866273880005e-01,-3.929236233234405518e-01,1.641890779137611389e-02,-4.722777009010314941e-02,5.791767314076423645e-02,-1.000018000602722168e+00
8.949303068220615387e-03,-6.658951286226511002e-03,-5.192711949348449707e-01,2.119393087923526764e-02,-9.373103827238082886e-02,1.466174423694610596e-01,-1.000078439712524414e+00
-2.705206349492073059e-02,1.336673796176910400e-01,-3.427921831607818604e-01,1.501446217298507690e-02,-4.819975793361663818e-02,3.823937848210334778e-02,-9.999224543571472168e-01
-2.545430883765220642e-02,1.262083351612091064e-01,-3.154133856296539307e-01,1.351369637995958328e-02,-4.749163240194320679e-02,3.053373843431472778e-02,-1.000065803527832031e+00
