episode,step,picker_id,x,y,z,grip_raw,grip_closed,source,cloth_center_x,cloth_center_y,cloth_center_z,x_rel_center,y_rel_center,z_rel_center
0,4,0,-0.10370569676160812,0.05914263799786568,-0.1237792894244194,0.7463234678608646,1,action_tool._get_pos(),0.0000000002,0.0049997671,-0.0000000070,-0.1037056969,0.0541428709,-0.1237792824
0,5,0,-0.07775544375181198,0.08519523590803146,-0.12859688699245453,-0.34058997384743517,0,action_tool._get_pos(),0.0000000002,0.0049997671,-0.0000000070,-0.0777554439,0.0801954689,-0.1285968800
0,6,0,-0.005902161821722984,0.15835699439048767,-0.12043081223964691,0.8206288802282562,1,action_tool._get_pos(),0.0000000002,0.0049997671,-0.0000000070,-0.0059021620,0.1533572273,-0.1204308052
0,7,0,0.07292474806308746,0.23687288165092468,-0.0810801237821579,0.5605863318519889,1,action_tool._get_pos(),0.0000000002,0.0049997671,-0.0000000070,0.0729247479,0.2318731146,-0.0810801168
0,8,0,0.15155670046806335,0.3064279556274414,-0.1080874651670456,0.6730819536825952,1,action_tool._get_pos(),0.0000000002,0.0049997671,-0.0000000070,0.1515567003,0.3014281886,-0.1080874582
0,9,0,0.2315489947795868,0.288942813873291,-0.11605720221996307,0.6334593475539201,1,action_tool._get_pos(),0.0000000002,0.0049997671,-0.0000000070,0.2315489946,0.2839430468,-0.1160571952
0,10,0,0.29863855242729187,0.27678608894348145,-0.13556428253650665,0.4647851225034841,0,action_tool._get_pos(),0.0000000002,0.0049997671,-0.0000000070,0.2986385523,0.2717863219,-0.1355642755
0,11,0,0.29945361614227295,0.22923994064331055,-0.1713443547487259,0.42440857812573934,0,action_tool._get_pos(),0.0000000002,0.0049997671,-0.0000000070,0.2994536160,0.2242401736,-0.1713443477
